Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
624,11_C_65_30,KDP_C_69_30_Chakrayapeta,Z,RF,,,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,34,Vempalli,Z,Z,RF
625,11_C_65_34,KDP_C_69_34_N.PALAGIRI,5,Udavagandla,,996,996,54780,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,22,Thondur,11160220050106,5,Udavagandla
626,11_C_65_34,KDP_C_69_34_N.PALAGIRI,6,Agadur,,2559,2559,140745,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,22,Thondur,11160220060107,6,Agadur
627,11_C_65_34,KDP_C_69_34_N.PALAGIRI,14,Santhakovvuru,,3263,3263,179465,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,22,Thondur,11160220140114,14,Santhakovvuru
628,11_C_65_34,KDP_C_69_34_N.PALAGIRI,12,Moillacheruvu,,1347,1347,74085,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,23,VNPalli,11159230120110,12,Moillacheruvu
629,11_C_65_34,KDP_C_69_34_N.PALAGIRI,13,North Palagiri,,4347,4347,239085,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,23,VNPalli,11159230130111,13,North Palagiri
630,11_C_65_34,KDP_C_69_34_N.PALAGIRI,17,Animala,,5837,5837,321035,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,23,VNPalli,11159230170116,17,Animala
631,11_C_65_34,KDP_C_69_34_N.PALAGIRI,2,Rami Reddipalli,,1843,1843,101365,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,34,Vempalli,11160340020102,2,Rami Reddipalli
632,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Z,RF,,,0,0,,,PENNA,69_Papaghni,Mogameru,11_C_65_34,KDP_C_69_34_N.PALAGIRI,11,YSR Kadapa,Z,RF,,Z,RF
633,11_C_65_40,KDP_C_69_40_Thonduru,2,Buchupalli,,1581,1581,86955,,,PENNA,69_Papaghni,Mogameru,11_C_65_40,KDP_C_69_40_Thonduru,11,YSR Kadapa,22,Thondur,11160220020102,2,Buchupalli
634,11_C_65_40,KDP_C_69_40_Thonduru,3,Thonduru,,2970,2970,163350,,,PENNA,69_Papaghni,Mogameru,11_C_65_40,KDP_C_69_40_Thonduru,11,YSR Kadapa,22,Thondur,11160220030104,3,Thonduru
635,11_C_65_40,KDP_C_69_40_Thonduru,4,Mallela,,2430,2430,133650,,,PENNA,69_Papaghni,Mogameru,11_C_65_40,KDP_C_69_40_Thonduru,11,YSR Kadapa,22,Thondur,11160220040105,4,Mallela
636,11_C_65_40,KDP_C_69_40_Thonduru,Z,RF,,,0,0,,,PENNA,69_Papaghni,Mogameru,11_C_65_40,KDP_C_69_40_Thonduru,11,YSR Kadapa,Z,RF,,Z,RF
637,11_C_65_41,KDP_C_69_41_Uppaluru,13,Penikalapadu,,1685,1685,92675,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170130110,13,Penikalapadu
638,11_C_65_41,KDP_C_69_41_Uppaluru,14,Rajulaguruvaiah palli,,868,868,47740,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170140111,14,Rajulaguruvaiah palli
639,11_C_65_41,KDP_C_69_41_Uppaluru,19,Peddadudyala,,282,282,15510,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170190115,19,Peddadudyala
640,11_C_65_41,KDP_C_69_41_Uppaluru,20,Velpuracharla,,558,558,30690,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170200115,20,Velpuracharla
641,11_C_65_41,KDP_C_69_41_Uppaluru,21,V.Raghavapuram,,180,180,9900,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170210115,21,V.Raghavapuram
642,11_C_65_41,KDP_C_69_41_Uppaluru,22,Uppaluru,,3317,3317,182435,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170220116,22,Uppaluru
643,11_C_65_41,KDP_C_69_41_Uppaluru,23,Kolavali,,1551,1551,85305,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,17,Muddanur,11158170230118,23,Kolavali
644,11_C_65_41,KDP_C_69_41_Uppaluru,1,Ankireddypalli,,797,797,43835,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,23,VNPalli,11159230010101,1,Ankireddypalli
645,11_C_65_41,KDP_C_69_41_Uppaluru,2,Veldurthi,,1040,1040,57200,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,23,VNPalli,11159230020101,2,Veldurthi
646,11_C_65_41,KDP_C_69_41_Uppaluru,3,Uruturu,,3063,3063,168465,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,23,VNPalli,11159230030102,3,Uruturu
647,11_C_65_41,KDP_C_69_41_Uppaluru,11,Kommaddi,,3868,3868,212740,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,23,VNPalli,11159230110108,11,Kommaddi
648,11_C_65_41,KDP_C_69_41_Uppaluru,10,Niduzuvvi,,1961,1961,107855,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,24,Yerraguntla,11159240100109,10,Niduzuvvi
649,11_C_65_41,KDP_C_69_41_Uppaluru,11,Chilamkuru,,11239,11239,618145,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,24,Yerraguntla,11159240110111,11,Chilamkuru
650,11_C_65_41,KDP_C_69_41_Uppaluru,12,Peddanapadu,,2832,2832,155760,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,24,Yerraguntla,11159240120113,12,Peddanapadu
651,11_C_65_41,KDP_C_69_41_Uppaluru,13,Valasapalli,,764,764,42020,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,24,Yerraguntla,11159240130115,13,Valasapalli
652,11_C_65_41,KDP_C_69_41_Uppaluru,14,Koduru,,1105,1105,60775,,,PENNA,69_Papaghni,Pageru,11_C_65_41,KDP_C_69_41_Uppaluru,11,YSR Kadapa,24,Yerraguntla,11159240140116,14,Koduru
653,11_C_65_42,KDP_C_69_42_Payasampalli,4,Talapanuru,,652,652,35860,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230040103,4,Talapanuru
654,11_C_65_42,KDP_C_69_42_Payasampalli,5,Payasampalli,,2116,2116,116380,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230050104,5,Payasampalli
655,11_C_65_42,KDP_C_69_42_Payasampalli,6,Alidena,,1495,1495,82225,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230060105,6,Alidena
656,11_C_65_42,KDP_C_69_42_Payasampalli,7,Lingala,,515,515,28325,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230070106,7,Lingala
657,11_C_65_42,KDP_C_69_42_Payasampalli,8,Keerthipalli,,572,572,31460,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230080104,8,Keerthipalli
658,11_C_65_42,KDP_C_69_42_Payasampalli,9,Ayyavaripalli,,666,666,36630,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230090107,9,Ayyavaripalli
659,11_C_65_42,KDP_C_69_42_Payasampalli,10,Indukuru,,1378,1378,75790,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,23,VNPalli,11159230100107,10,Indukuru
660,11_C_65_42,KDP_C_69_42_Payasampalli,15,T.Sunkesula,,639,639,35145,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,24,Yerraguntla,11159240150117,15,T.Sunkesula
661,11_C_65_42,KDP_C_69_42_Payasampalli,16,Tippaluru,,1376,1376,75680,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,24,Yerraguntla,11159240160117,16,Tippaluru
662,11_C_65_42,KDP_C_69_42_Payasampalli,3,Vibharapuram,,1001,1001,55055,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250030103,3,Vibharapuram
663,11_C_65_42,KDP_C_69_42_Payasampalli,4,Gangavaram,,1122,1122,61710,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250040103,4,Gangavaram
664,11_C_65_42,KDP_C_69_42_Payasampalli,6,Mirapuram,,433,433,23815,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250060106,6,Mirapuram
665,11_C_65_42,KDP_C_69_42_Payasampalli,7,C.Gopalapuram,,563,563,30965,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250070106,7,C.Gopalapuram
666,11_C_65_42,KDP_C_69_42_Payasampalli,8,Pachikalapadu,,337,337,18535,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250080107,8,Pachikalapadu
667,11_C_65_42,KDP_C_69_42_Payasampalli,9,Yerragudipadu,,1857,1857,102135,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250090108,9,Yerragudipadu
668,11_C_65_42,KDP_C_69_42_Payasampalli,10,Pandillapalli,,1436,1436,78980,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250100109,10,Pandillapalli
669,11_C_65_42,KDP_C_69_42_Payasampalli,11,Nallalingayapalli,,1082,1082,59510,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250110110,11,Nallalingayapalli
670,11_C_65_42,KDP_C_69_42_Payasampalli,12,Gollapalli,,323,323,17765,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250120111,12,Gollapalli
671,11_C_65_42,KDP_C_69_42_Payasampalli,13,T.Sadipiralla,,1765,1765,97075,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250130105,13,T.Sadipiralla
672,11_C_65_42,KDP_C_69_42_Payasampalli,14,Ramachandrapuram,,782,782,43010,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250140105,14,Ramachandrapuram
673,11_C_65_42,KDP_C_69_42_Payasampalli,18,Apparaopalli,,498,498,27390,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250180114,18,Apparaopalli
674,11_C_65_42,KDP_C_69_42_Payasampalli,19,Jambapuram,,835,835,45925,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250190111,19,Jambapuram
675,11_C_65_42,KDP_C_69_42_Payasampalli,20,Thurakapalli,,1001,1001,55055,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250200110,20,Thurakapalli
676,11_C_65_42,KDP_C_69_42_Payasampalli,21,Chinnacheppalli,,4046,4046,222530,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250210116,21,Chinnacheppalli
677,11_C_65_42,KDP_C_69_42_Payasampalli,22,Yellareddypalli,,1377,1377,75735,,,PENNA,69_Papaghni,Erravanka,11_C_65_42,KDP_C_69_42_Payasampalli,11,YSR Kadapa,25,Kamalapuram,11159250220115,22,Yellareddypalli
678,11_C_65_43,KDP_C_69_43_Kamlapuram,18,Pillivaripalli,,0,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,23,VNPalli,11159230180119,18,Pillivaripalli
679,11_C_65_43,KDP_C_69_43_Kamlapuram,5,Kamalapuram,,20623,20623,1134265,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250050104,5,Kamalapuram
680,11_C_65_43,KDP_C_69_43_Kamlapuram,15,Peddacheppalli,,5368,5368,295240,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250150112,15,Peddacheppalli
681,11_C_65_43,KDP_C_69_43_Kamlapuram,16,Dadireddypalli,,578,578,31790,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250160115,16,Dadireddypalli
682,11_C_65_43,KDP_C_69_43_Kamlapuram,17,Vankamada,,0,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250170115,17,Vankamada
683,11_C_65_43,KDP_C_69_43_Kamlapuram,23,Letapalli,,870,870,47850,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250230119,23,Letapalli
684,11_C_65_43,KDP_C_69_43_Kamlapuram,24,Podadurthi,,1497,1497,82335,,,PENNA,69_Papaghni,Local Strm,11_C_65_43,KDP_C_69_43_Kamlapuram,11,YSR Kadapa,25,Kamalapuram,11159250240120,24,Podadurthi
685,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,17,Peddaputha,,1218,1218,66990,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,26,Vallur,11159260170113,17,Peddaputha
686,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,18,Chinnaputha,,463,463,25465,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,26,Vallur,11159260180113,18,Chinnaputha
687,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,19,Jangampalli,,157,157,8635,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,26,Vallur,11159260190115,19,Jangampalli
688,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,20,Paidikalva,,2551,2551,140305,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,26,Vallur,11159260200115,20,Paidikalva
689,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,1,Konduru,,2772,2772,152460,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330010101,1,Konduru
690,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,2,Tummaluru,,3261,3261,179355,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330020102,2,Tummaluru
691,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,3,Chabali,,407,407,22385,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330030104,3,Chabali
692,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,4,Machanuru,,2359,2359,129745,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330040104,4,Machanuru
693,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,5,Kothapeta,,361,361,19855,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330050104,5,Kothapeta
694,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,6,Binduraopalli,,0,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330060104,6,Binduraopalli
695,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,7,Konayapalli,,179,179,9845,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330070106,7,Konayapalli
696,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,24,Nandimandalam,,9574,9574,526570,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330240118,24,Nandimandalam
697,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,25,AmniViswanathapuram,,0,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,33,Pendlimarri,11159330250119,25,AmniViswanathapuram
698,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,8,Alireddypalli,,1098,1098,60390,,,PENNA,69_Papaghni,Local Strm,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,11,YSR Kadapa,34,Vempalli,11160340080110,8,Alireddypalli
699,11_C_65_45,KDP_C_70_45_Kothakota,3,Gangayapalli,,260,260,14300,,,PENNA,70_Sagileru,Local Strm,11_C_65_45,KDP_C_70_45_Kothakota,11,YSR Kadapa,9,Kalasapadu,11155090030116,3,Gangayapalli
700,11_C_65_45,KDP_C_70_45_Kothakota,4,Reddipalli,,747,747,41085,,,PENNA,70_Sagileru,Local Strm,11_C_65_45,KDP_C_70_45_Kothakota,11,YSR Kadapa,9,Kalasapadu,11155090040102,4,Reddipalli
701,11_C_65_45,KDP_C_70_45_Kothakota,5,Kothakota,,2851,2851,156805,,,PENNA,70_Sagileru,Local Strm,11_C_65_45,KDP_C_70_45_Kothakota,11,YSR Kadapa,9,Kalasapadu,11155090050102,5,Kothakota
702,11_C_65_45,KDP_C_70_45_Kothakota,6,Eguvathamballapalli,,1776,1776,97680,,,PENNA,70_Sagileru,Local Strm,11_C_65_45,KDP_C_70_45_Kothakota,11,YSR Kadapa,9,Kalasapadu,11155090060103,6,Eguvathamballapalli
703,11_C_65_46,KDP_C_70_46_Gopavarampalli,1,Chennupalli,,985,985,54175,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090010101,1,Chennupalli
704,11_C_65_46,KDP_C_70_46_Gopavarampalli,2,Gopavarampalli,,724,724,39820,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090020101,2,Gopavarampalli
705,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,Brahmanapalli,,763,763,41965,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090110105,11,Brahmanapalli
706,11_C_65_46,KDP_C_70_46_Gopavarampalli,12,Rajupalem,,993,993,54615,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090120105,12,Rajupalem
707,11_C_65_46,KDP_C_70_46_Gopavarampalli,13,Malluvaripalli,,116,116,6380,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090130105,13,Malluvaripalli
708,11_C_65_46,KDP_C_70_46_Gopavarampalli,14,Pullareddypalli,,1227,1227,67485,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090140104,14,Pullareddypalli
709,11_C_65_46,KDP_C_70_46_Gopavarampalli,15,Musalreddypalli,,360,360,19800,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090150104,15,Musalreddypalli
710,11_C_65_46,KDP_C_70_46_Gopavarampalli,16,Mamillapalli,,839,839,46145,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090160106,16,Mamillapalli
711,11_C_65_46,KDP_C_70_46_Gopavarampalli,17,Mahanandipalli,,1032,1032,56760,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090170107,17,Mahanandipalli
712,11_C_65_46,KDP_C_70_46_Gopavarampalli,22,Siddamurthypalli,,406,406,22330,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090220107,22,Siddamurthypalli
713,11_C_65_46,KDP_C_70_46_Gopavarampalli,23,Pendlamarri,,1773,1773,97515,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090230110,23,Pendlamarri
714,11_C_65_46,KDP_C_70_46_Gopavarampalli,26,Sankavaram,,7871,7871,432905,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,11155090260112,26,Sankavaram
715,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,Markapuram,,542,542,29810,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,10,Porumamilla,11155100110109,11,Markapuram
716,11_C_65_47,KDP_C_70_46_Gopavarampalli,24,Pittigunta,,692,692,38060,,,PENNA,70_Sagileru,Pulivagu,11_C_65_47,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,51,Kasinayana,11155090240111,24,Pittigunta
717,11_C_65_48,KDP_C_70_46_Gopavarampalli,25,Obulapuram,,305,305,16775,,,PENNA,70_Sagileru,Pulivagu,11_C_65_48,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,51,Kasinayana,11155090250111,25,Obulapuram
718,11_C_65_46,KDP_C_70_46_Gopavarampalli,Z,RF,,,0,0,,,PENNA,70_Sagileru,Pulivagu,11_C_65_46,KDP_C_70_46_Gopavarampalli,11,YSR Kadapa,9,Kalasapadu,,Z,RF
719,11_C_65_47,KDP_C_70_47_Kasinayana,7,Diguvathamballapalli,,378,378,20790,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090070103,7,Diguvathamballapalli
720,11_C_65_47,KDP_C_70_47_Kasinayana,8,Ayyavaripalli,,0,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090080103,8,Ayyavaripalli
721,11_C_65_47,KDP_C_70_47_Kasinayana,9,Patharamapuram,,381,381,20955,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090090104,9,Patharamapuram
722,11_C_65_47,KDP_C_70_47_Kasinayana,10,Singarayapalli,,677,677,37235,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090100103,10,Singarayapalli
723,11_C_65_47,KDP_C_70_47_Kasinayana,18,Kalasapadu,,4530,4530,249150,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090180108,18,Kalasapadu
724,11_C_65_47,KDP_C_70_47_Kasinayana,19,Dulamvaripalli,,987,987,54285,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090190109,19,Dulamvaripalli
725,11_C_65_47,KDP_C_70_47_Kasinayana,20,Tellapadu,,835,835,45925,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090200109,20,Tellapadu
726,11_C_65_47,KDP_C_70_47_Kasinayana,21,Kondapet,,785,785,43175,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,9,Kalasapadu,11155090210109,21,Kondapet
727,11_C_65_47,KDP_C_70_47_Kasinayana,2,Vengalampalli,,0,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,51,Kasinayana,11155080020101,2,Vengalampalli
728,11_C_65_47,KDP_C_70_47_Kasinayana,27,Rampadu,,615,615,33825,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,51,Kasinayana,11155090270111,27,Rampadu
729,11_C_65_47,KDP_C_70_47_Kasinayana,28,Narasapuram,,3772,3772,207460,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,51,Kasinayana,11155090280114,28,Narasapuram
730,11_C_65_47,KDP_C_70_47_Kasinayana,29,Uppaluru,,1321,1321,72655,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_47,KDP_C_70_47_Kasinayana,11,YSR Kadapa,51,Kasinayana,11155090290115,29,Uppaluru
