,,,,"Command Area",,,,,,,,"Non-Command Area",,,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total"
364,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Choukillavaripalli",79,79,490,,0,79,,727,,0,32,,,,1,33,,,,,,,,0
365,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Tavalam",1660,1660,2403,609,89,1571,,7992,,5,93,,,,16,114,,,,,,,,0
366,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Agraharam",2196,2196,3617,,134,2062,,10205,,10,215,,,,24,249,,,,,,,,0
367,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Vengamvaripalli",2049,2049,5054,,221,1828,,11201,,13,110,,,,26,149,,,,,,,,0
368,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
369,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
370,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
371,"10-C-71-16","Ctr-Ch-Reservoir-Nimmanapalle","Mugalamarri",202,202,446,,0,202,,1052,,7,35,,,,1,43,,,,,,,,0
372,"10-C-79-52","Ctr-Kor-Kundetivanka","Alathur",442,442,1415,0,0,442,,2741,,13,167,,,,2,182,,,,,,,,0
373,"10-C-79-52","Ctr-Kor-Kundetivanka","Annuru kasabagayat",380,380,0,0,149,231,,1140,,17,93,,,,1,111,,,,,,,,0
374,"10-C-79-52","Ctr-Kor-Kundetivanka","Battuvaripalli",146,146,405,0,0,146,,843,,5,72,,,,2,79,,,,,,,,0
375,"10-C-79-52","Ctr-Kor-Kundetivanka","Gazanki",265,265,971,145,0,265,,1911,,11,25,,,,0,36,,,,,,,,0
376,"10-C-79-52","Ctr-Kor-Kundetivanka","Kasava Raja Pura Agraharam",891,891,1151,392,0,891,,4216,,11,73,,,,7,91,,,,,,,,0
377,"10-C-79-52","Ctr-Kor-Kundetivanka","Karvetinagarm",4960,4960,12031,0,1444,3516,,26911,,68,130,,,,6,204,,,,,,,,0
378,"10-C-79-52","Ctr-Kor-Kundetivanka","Katherapalle",265,265,1815,0,1,264,,2610,,4,108,,,,1,113,,,,,,,,0
379,"10-C-79-52","Ctr-Kor-Kundetivanka","Kesavakuppam",386,386,946,0,0,386,,2104,,5,80,,,,2,87,,,,,,,,0
380,"10-C-79-52","Ctr-Kor-Kundetivanka","Kollagunta",355,355,3394,0,10,345,,4459,,25,80,,,,0,105,,,,,,,,0
381,"10-C-79-52","Ctr-Kor-Kundetivanka","Makamamba Vilasam",338,338,1126,0,52,286,,2140,,6,102,,,,0,108,,,,,,,,0
382,"10-C-79-52","Ctr-Kor-Kundetivanka","Mukkara vari palli",338,338,1237,0,8,330,,2251,,3,106,,,,2,111,,,,,,,,0
383,"10-C-79-52","Ctr-Kor-Kundetivanka","Nissanka Durgam",3801,3801,1057,1569,1003,2798,,14029,,4,35,,,,0,39,,,,,,,,0
384,"10-C-79-52","Ctr-Kor-Kundetivanka","Ponnagallu",701,701,1657,32,667,34,,3792,,22,99,,,,4,125,,,,,,,,0
385,"10-C-79-52","Ctr-Kor-Kundetivanka","Rajakumara Venkata Bahadur Peta",987,987,3236,0,0,987,,6197,,20,246,,,,2,268,,,,,,,,0
386,"10-C-79-52","Ctr-Kor-Kundetivanka","Thirumala Kondamamba gari Peta",3389,3389,2351,0,256,3133,,12518,,19,202,,,,1,222,,,,,,,,0
387,"10-C-79-52","Ctr-Kor-Kundetivanka","Viratapuram - Ammapalle RF",1163,1163,256,506,704,459,,4251,,6,18,,,,0,24,,,,,,,,0
388,"10-C-79-52","Ctr-Kor-Kundetivanka","Yerramarajupalli",532,532,1104,0,0,532,,2700,,13,45,,,,6,64,,,,,,,,0
389,"10-C-79-52","Ctr-Kor-Kundetivanka","Kamachinnayapalli",2463,2463,6345,586,395,2068,,14320,,45,200,,,,22,267,,,,,,,,0
390,"10-C-79-52","Ctr-Kor-Kundetivanka","Chillamakulapalli",168,168,643,0,50,118,,1147,,2,40,,,,0,42,,,,,,,,0
391,"10-C-79-52","Ctr-Kor-Kundetivanka","Chokkamadugu",109,109,629,0,7,102,,956,,1,35,,,,1,37,,,,,,,,0
392,"10-C-79-52","Ctr-Kor-Kundetivanka","Muddikuppam",664,664,1672,162,96,568,,3826,,2,104,,,,2,108,,,,,,,,0
393,"10-C-79-52","Ctr-Kor-Kundetivanka","Nelavai",693,693,1532,0,0,693,,3611,,4,125,,,,1,130,,,,,,,,0
394,"10-C-79-52","Ctr-Kor-Kundetivanka","Pillarikuppam",431,431,1924,51,143,288,,3268,,8,133,,,,1,142,,,,,,,,0
395,"10-C-79-52","Ctr-Kor-Kundetivanka","Venkatapuram",838,838,2821,0,257,581,,5335,,24,88,,,,4,116,,,,,,,,0
396,"10-C-79-52","Ctr-Kor-Kundetivanka","Aggichenupalli",394,394,1083,0,5,389,,2265,,19,60,,,,4,83,,,,,,,,0
397,"10-C-79-52","Ctr-Kor-Kundetivanka","Allamadugu",7196,7196,3815,1720,1136,6060,,27123,,33,80,,,,2,115,,,,,,,,0
398,"10-C-79-52","Ctr-Kor-Kundetivanka","Bramhanapalli",479,479,1185,0,0,479,,2622,,17,45,,,,5,67,,,,,,,,0
399,"10-C-79-52","Ctr-Kor-Kundetivanka","Chenchugudi",649,649,1390,0,0,649,,3337,,15,40,,,,5,60,,,,,,,,0
400,"10-C-79-52","Ctr-Kor-Kundetivanka","Devaragudipalli",801,801,1358,0,239,562,,3761,,18,70,,,,3,91,,,,,,,,0
401,"10-C-79-52","Ctr-Kor-Kundetivanka","Goduguchinta",306,306,628,0,0,306,,1546,,7,52,,,,2,61,,,,,,,,0
402,"10-C-79-52","Ctr-Kor-Kundetivanka","Inam kothur",327,327,319,0,82,245,,1300,,5,22,,,,1,28,,,,,,,,0
403,"10-C-79-52","Ctr-Kor-Kundetivanka","Jakkadona",2939,2939,3749,737,448,2491,,13303,,45,173,,,,8,226,,,,,,,,0
404,"10-C-79-52","Ctr-Kor-Kundetivanka","Jarlabailu",1336,1336,376,0,0,1336,,4384,,9,28,,,,2,39,,,,,,,,0
405,"10-C-79-52","Ctr-Kor-Kundetivanka","Kommaragunta",1160,1160,2547,0,857,303,,6027,,42,34,,,,14,90,,,,,,,,0
406,"10-C-79-52","Ctr-Kor-Kundetivanka","Kondakindapalli",321,321,1063,0,0,321,,2026,,15,25,,,,1,41,,,,,,,,0
407,"10-C-79-52","Ctr-Kor-Kundetivanka","Kurivikuppam",432,432,1079,0,327,105,,2375,,24,18,,,,2,44,,,,,,,,0
408,"10-C-79-52","Ctr-Kor-Kundetivanka","KVM Agraharam",224,224,638,0,0,224,,1310,,13,14,,,,4,31,,,,,,,,0
409,"10-C-79-52","Ctr-Kor-Kundetivanka","Makamamba-puram",138,138,145,0,0,138,,559,,5,17,,,,1,23,,,,,,,,0
410,"10-C-79-52","Ctr-Kor-Kundetivanka","Mambedu",3541,3541,4080,387,464,3077,,15090,,62,165,,,,6,233,,,,,,,,0
411,"10-C-79-52","Ctr-Kor-Kundetivanka","Mandivenganapalli",698,698,1371,0,0,698,,3465,,22,29,,,,5,56,,,,,,,,0
412,"10-C-79-52","Ctr-Kor-Kundetivanka","Marepalli",129,129,883,0,3,126,,1270,,7,21,,,,1,29,,,,,,,,0
413,"10-C-79-52","Ctr-Kor-Kundetivanka","Pachikapallam",670,670,4267,0,583,87,,6277,,38,65,,,,4,107,,,,,,,,0
414,"10-C-79-52","Ctr-Kor-Kundetivanka","Perumallapalli",260,260,813,0,63,197,,1593,,6,31,,,,1,38,,,,,,,,0
415,"10-C-79-52","Ctr-Kor-Kundetivanka","Petagunta",1250,1250,3294,0,104,1146,,7044,,50,86,,,,7,143,,,,,,,,0
416,"10-C-79-52","Ctr-Kor-Kundetivanka","TKM puram",258,258,1000,0,3,255,,1774,,22,13,,,,0,35,,,,,,,,0
417,"10-C-79-52","Ctr-Kor-Kundetivanka","Vedurukuppam",940,940,3572,0,165,775,,6392,,40,60,,,,8,108,,,,,,,,0
418,"10-C-79-52","Ctr-Kor-Kundetivanka","Venugopalapuram",406,406,1881,0,49,357,,3099,,15,50,,,,7,72,,,,,,,,0
419,"10-C-79-52","Ctr-Kor-Kundetivanka","Veperi",704,704,1449,0,121,583,,3561,,21,76,,,,6,103,,,,,,,,0
420,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Marrikuntapalli",2317,2317,3593,316,252,2065,,10860,,18,137,,,,14,169,,,,,,,,0
421,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Medikurti",1893,1893,3491,0,0,1893,,9170,,38,158,,,,10,206,,,,,,,,0
422,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Pallavolu",1607,1607,2484,34,0,1607,,7339,,7,57,,,,4,68,,,,,,,,0
423,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Boppasamudram",219,219,270,0,0,219,,927,,2,4,,,,2,8,,,,,,,,0
424,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Galivaripalli",1231,1231,1223,0,267,964,,4916,,19,36,,,,6,61,,,,,,,,0
425,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Gyarampalli",1112,1112,2596,0,11,1101,,5932,,33,78,,,,12,123,,,,,,,,0
426,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Hissapalli",246,246,239,0,0,246,,977,,5,50,,,,5,60,,,,,,,,0
427,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Timmapuram",1042,1042,1699,0,17,1025,,4825,,12,78,0,0,0,3,93,,,,,,,,0
428,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Titavaguntapalli",1661,1661,1517,640,509,1152,,7140,,23,72,0,0,0,3,98,,,,,,,,0
429,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Tuvapalli",1168,1168,1353,343,25,1143,,5200,,7,8,0,0,0,2,17,,,,,,,,0
430,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Gandaboyanapalli",4772,4772,3345,2475,10,4762,,20136,,12,186,0,0,0,4,202,,,,,,,,0
431,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Tatiguntapalli",2162,2162,2945,0,0,2162,,9431,,23,150,0,0,0,14,187,,,,,,,,0
432,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
433,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
434,"10-C-71-17","Ctr-Ch-Bahudaeast-Marrikuntapalle","Mahal",123,123,2319,0,0,123,,2688,,1,52,0,0,0,0,53,,,,,,,,0
435,"10-C-71-18","Ctr-Ch-Bahudawest-Kalakada","Kalakada",4071,4071,11461,0,233,3838,,23674,,29,200,,,,41,270,,,,,,,,0
436,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Maddipatla Vari Palle",2564,2564,4108,422,112,2452,,12222,,49,75,,,,15,139,,,,,,,,0
437,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Khambham Vari Palli",3426,3426,5270,253,355,3071,,15801,,70,123,,,,26,219,,,,,,,,0
438,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Garnimitta",3142,3142,4748,0,239,2903,,14174,,52,177,,,,22,251,,,,,,,,0
439,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Matampalli",938,938,960,349,21,917,,4123,,20,36,,,,14,70,,,,,,,,0
440,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Marella",4884,4884,3033,1210,993,3891,,18895,,26,102,,,,31,159,,,,,,,,0
441,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Forest",694,694,,,694,0,,2082,,,,,,,,0,,,,,,,,0
442,"10-C-71-19","Ctr-Ch-KV PalleVanka-KV Palle","Nuthana Kalva",3343,3343,4520,369,747,2596,,14918,,38,89,,,,29,156,,,,,,,,0
443,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Pattegada",1412,1412,2671,0,205,1207,,6907,,10,85,,,,21,116,,,,,,,,0
444,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Sandravaripalli",1011,1011,1075,334,117,894,,4442,,11,20,,,,9,40,,,,,,,,0
445,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Munellapalli",1207,1207,1226,380,139,1068,,5227,,12,23,,,,10,45,,,,,,,,0
446,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Vagalla",1055,1055,2180,227,98,957,,5572,,26,56,,,,18,100,,,,,,,,0
447,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Ketamreddipalle",13,13,0,0,0,13,,39,,0,20,,,,0,20,,,,,,,,0
448,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Kasireddipalle",30,30,63,0,0,30,,153,,1,20,,,,0,21,,,,,,,,0
449,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Yerlampalle",13,13,46,0,13,0,,85,,1,1,,,,0,2,,,,,,,,0
450,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Gorandlapalli",1624,1624,1834,499,88,1536,,7205,,18,70,,,,11,99,,,,,,,,0
451,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Sorakayalapeta",1129,1129,1592,0,185,944,,4979,,13,95,,,,14,122,,,,,,,,0
452,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
453,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
454,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Kavalipalli",414,414,632,0,96,318,,1874,,9,12,,,,8,29,,,,,,,,0
455,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","M Cheruvu",413,413,1561,0,119,294,,2800,,9,13,,,,2,24,,,,,,,,0
456,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Avuvaripalle",59,59,235,0,0,59,,412,,0,1,,,,0,1,,,,,,,,0
457,"10-C-71-20","Ctr-Ch-Sorakayalapeta-Vagalla","Mudupulavemula",1759,1759,2132,0,531,1228,,7409,,35,55,,,,11,101,,,,,,,,0
458,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Vootupalli",2225,2225,3045,0,727,1498,,9720,,28,155,,,,13,196,,,,,,,,0
459,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","79 Chinthamakula palli",916,916,773,0,131,785,,3521,,12,109,,,,12,133,,,,,,,,0
460,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Palamanda",1498,1498,1662,0,365,1133,,6156,,38,113,,,,22,173,,,,,,,,0
461,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
462,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
463,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Vepulabilu",1356,1356,2531,0,515,841,,6599,,36,63,,,,28,127,,,,,,,,0
464,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
465,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Guttapalem",2320,2320,4429,336,202,2118,,11725,,19,281,,,,20,320,,,,,,,,0
466,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Kalikiri Reddy Palli",1891,1891,5874,342,186,1705,,11889,,13,128,,,,28,169,,,,,,,,0
467,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Kalikiri",1525,1525,13065,0,4,1521,,17640,,14,91,,,,19,124,,,,,,,,0
468,"10-C-71-21","Ctr-Ch-Chinthalavari Palle-Kalikiri","Korlakunta",1366,1366,1618,0,22,1344,,5716,,14,61,,,,13,88,,,,,,,,0
469,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Nellimanda",1727,1727,2699,661,296,1431,,8541,,9,133,,,,17,159,,,,,,,,0
470,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Kamireddipalli",713,713,1005,265,33,680,,3409,,5,61,,,,4,70,,,,,,,,0
471,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Valligatla",2946,2946,2340,1934,51,2895,,13112,,22,123,,,,21,166,,,,,,,,0
472,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Kanduru",2602,2602,4338,1864,32,2570,,14008,,22,153,,,,19,194,,,,,,,,0
473,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Mittapalli",1185,1185,1039,328,136,1049,,4922,,12,99,,,,9,120,,,,,,,,0
474,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Tamminayanipalli",1425,1425,2325,401,119,1306,,7001,,8,84,,,,9,101,,,,,,,,0
475,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
476,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
477,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
478,"10-C-71-22","Ctr-Ch-Valligatla-Kanduru","Khambhamvaripalle",2009,2009,2429,0,28,1981,,8456,,11,112,,,,29,152,,,,,,,,0
479,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Gaddamvaripalli",2286,2286,3879,542,0,2286,,11279,,3,100,,,,4,107,,,,,,,,0
480,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
481,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Ammagaripalli",1780,1780,3247,0,58,1722,,8587,,32,129,,,,17,178,,,,,,,,0
482,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Gongivaripalli",1627,1627,1741,0,214,1413,,6622,,19,107,,,,18,144,,,,,,,,0
483,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Timmanayanapalle",1195,1195,2187,0,17,1178,,5772,,32,107,,,,14,153,,,,,,,,0
484,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Avulapalli",8997,8997,3637,7583,0,8997,,38211,,26,106,,,,10,142,,,,,,,,0
485,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Irikipenta",3340,3340,3265,1811,697,2643,,15096,,23,286,,,,12,321,,,,,,,,0
486,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Nanjampeta",1221,1221,4531,217,23,1198,,8411,,20,157,,,,11,188,,,,,,,,0
487,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","S Nadimpalli",1930,1930,1505,850,807,1123,,8145,,10,69,,,,10,89,,,,,,,,0
488,"10-C-71-23","Ctr-Ch-Peddavagu West-Somala","Somala",2949,2949,6323,1260,751,2198,,16430,,14,283,,,,25,322,,,,,,,,0
489,"10-C-71-24","Ctr_Ch_Peddaupparapalle_Peddaupparapalle","Peddaupparapalli",11337,11337,7491,2935,8518,2819,,44437,,26,87,,,,26,139,,,,,,,,0
490,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","81 Upparapalli",2889,2889,3030,1728,229,2660,,13425,,40,109,,,,15,164,,,,,,,,0
491,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Tatiguntapalem T",1109,1109,1519,0,110,999,,4846,,18,111,,,,11,140,,,,,,,,0
492,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Nadigadda",1323,1323,1553,0,107,1216,,5522,,20,20,,,,17,57,,,,,,,,0
493,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Yerrativaripalli",1362,1362,1496,0,104,1258,,5582,,30,104,,,,24,158,,,,,,,,0
494,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Buragamanda",3368,3368,3893,765,413,2955,,14762,,19,187,,,,28,234,,,,,,,,0
495,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Cherukuvaripalli",3419,3419,3854,1478,776,2643,,15589,,40,172,,,,36,248,,,,,,,,0
496,"10-C-71-25","Ctr-Ch-Peddavagueast-Sadum","Sodam",1218,1218,6995,0,0,1218,,10649,,21,75,,,,16,112,,,,,,,,0
497,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Bakarapeta",2314,2314,3773,1472,4,2310,,12187,,11,136,,,,12,159,,,,,,,,0
498,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Chinnagottigallu",1788,1788,5299,0,16,1772,,10663,,35,130,,,,17,182,,,,,,,,0
499,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Chitte cherla",3755,3755,4282,337,113,3642,,15884,,10,190,,,,50,250,,,,,,,,0
500,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Digavuru",662,662,1369,0,0,662,,3355,,10,75,,,,9,94,,,,,,,,0
501,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Egavuru",2031,2031,710,680,13,2018,,7483,,5,70,,,,19,94,,,,,,,,0
502,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Kotabilu",590,590,1526,0,0,590,,3296,,4,48,,,,8,60,,,,,,,,0
503,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Rangannagarigadda",902,902,945,0,0,902,,3651,,9,74,,,,11,94,,,,,,,,0
504,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Tippereddipalle",1878,1878,4692,0,452,1426,,10326,,25,170,,,,25,220,,,,,,,,0
505,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Chattevari Palle",2302,2302,0,9,124,2178,,6915,,13,125,,,,15,153,,,,,,,,0
506,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Agraharam",865,865,1595,0,0,865,,4190,,10,118,,,,6,134,,,,,,,,0
507,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Bodu Malluvaripalle",800,800,2778,0,0,800,,5178,,14,40,,,,11,65,,,,,,,,0
508,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Doddipalli",2404,2404,5292,0,279,2125,,12504,,15,101,,,,42,158,,,,,,,,0
509,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Erragundlapalli",874,874,1398,0,0,874,,4020,,6,105,,,,13,124,,,,,,,,0
510,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Gudarevulapalli",1093,1093,1804,0,0,1093,,5083,,7,66,,,,7,80,,,,,,,,0
511,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Piler",587,587,31006,0,0,587,,32767,,4,10,,,,9,23,,,,,,,,0
512,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Regallu",2828,2828,4653,462,330,2498,,13599,,39,155,,,,41,235,,,,,,,,0
513,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","103Reddivaripalle",1444,1444,2643,0,163,1281,,6975,,0,0,,,,0,0,,,,,,,,0
514,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Ayyavandlapalli",1180,1180,2324,0,132,1048,,5864,,6,117,,,,24,147,,,,,,,,0
515,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Bodireddigaripalli",998,998,2881,160,184,814,,6035,,4,140,,,,15,159,,,,,,,,0
516,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Devalampet",917,917,1766,0,790,127,,4517,,5,50,,,,14,69,,,,,,,,0
517,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Venkatadasaripalli",1153,1153,1827,0,6,1147,,5286,,5,180,,,,25,210,,,,,,,,0
518,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Reddivari Palle",672,672,1490,0,88,584,,3506,,7,130,,,,23,160,,,,,,,,0
519,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Bandakindapalli",1494,1494,1242,0,0,1494,,5724,,4,50,,,,10,64,,,,,,,,0
520,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Bommayapalli",4495,4495,4800,0,0,4495,,18285,,7,220,,,,32,259,,,,,,,,0
521,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Motu Mallela",5696,5696,2975,0,6,5690,,20063,,25,292,,,,31,348,,,,,,,,0
522,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Pedda Mallela",11642,11642,4478,1849,408,11234,,41253,,26,115,,,,37,178,,,,,,,,0
523,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Peddagottigallu",2081,2081,1253,0,0,2081,,7496,,2,110,,,,9,121,,,,,,,,0
524,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Rompicherla",4311,4311,8679,0,0,4311,,21612,,16,170,,,,36,222,,,,,,,,0
525,"10-C-71-26","Ctr-Ch-CG Gallu Vanka-Rompicherla","Forest",268,268,,268,268,0,,1072,,,,,,,,0,,,,,,,,0
526,"10-C-71-27","Ctr-ch-GM Vanka-Mellacheruvu","Jandla",847,847,1516,0,327,520,,4057,,13,40,,,,6,59,,,,,,,,0
527,"10-C-71-27","Ctr-ch-GM Vanka-Mellacheruvu","Talupula",2907,2907,4690,506,374,2533,,13917,,30,151,,,,62,243,,,,,,,,0
528,"10-C-71-27","Ctr-ch-GM Vanka-Mellacheruvu","Mellacheruvu",1752,1752,1561,141,119,1633,,6958,,18,55,,,,13,86,,,,,,,,0
529,"10-C-71-27","Ctr-ch-GM Vanka-Mellacheruvu","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
530,"10-C-71-27","Ctr-ch-GM Vanka-Mellacheruvu","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
531,"10-C-71-28","Ctr-Ch-Jillelamanda-Jillelamanda","Forest",510,510,,510,,510,,2040,,,,,,,,0,,,,,,,,0
532,"10-C-71-28","Ctr-Ch-Jillelamanda-Jillelamanda","Forest",490,490,,490,,490,,1960,,,,,,,,0,,,,,,,,0
533,"10-C-71-28","Ctr-Ch-Jillelamanda-Jillelamanda","Jillellamanda",3756,3756,4272,2104,7,3749,,17644,,26,74,,,,13,113,,,,,,,,0
534,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Ustikayalapenta",1740,1740,2631,404,4,1736,,8255,,5,94,,,,0,99,,,,,,,,0
535,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","VRAgraharam",311,311,828,0,0,311,,1761,,2,11,,,,0,13,,,,,,,,0
