,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
108,03_F_14_75,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,R.Bhadrapuram Agrm.,0,0,0,0,0,0,0
109,03_F_14_76,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Timmarajupeta,0,0,12,2,0,0,14
110,03_F_14_77,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Valluru,10,4,0,0,0,0,14
111,03_F_14_78,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rajupalem,15,7,0,0,0,0,22
112,03_F_14_79,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Anakapalli,580,3,0,0,0,0,583
113,03_F_14_80,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Koppaka,14,3,0,0,0,0,17
114,03_F_14_81,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Thumpala,96,13,0,0,0,0,109
115,03_F_14_82,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Sankaram,13,2,0,0,0,0,15
116,03_F_14_83,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Bhatlapudi,0,0,14,3,0,0,17
117,03_F_14_84,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Golagam,0,0,33,3,0,0,36
118,03_F_14_85,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rabaka,23,4,0,0,0,0,27
119,03_F_14_86,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maruturu,0,0,18,2,0,0,20
120,03_F_14_87,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,C.N.Agraharam,0,0,4,2,0,0,6
121,03_F_14_88,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Boulavada,0,0,40,7,0,0,47
122,03_F_14_90,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Makavaram,0,0,11,2,0,0,13
123,03_F_14_91,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Gopalapuram,0,0,15,2,0,0,17
124,03_F_14_92,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Koduru,0,0,26,4,0,0,30
125,03_F_14_93,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maredupudi,0,0,52,6,0,0,58
126,03_F_14_94,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maredupudi Agraharam,0,0,1,0,0,0,1
127,03_F_14_95,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Papayya santapalem,0,0,4,1,0,0,5
128,03_F_14_96,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Papayyapalem,0,0,8,3,0,0,11
129,03_F_14_97,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kondupalem,0,0,11,2,0,0,13
130,03_F_14_98,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Lankilapalem,0,0,21,4,0,0,25
131,03_F_14_99,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mantripalem,0,0,0,0,0,0,0
132,03_F_14_100,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kannuru,0,0,0,0,0,0,0
133,03_F_14_101,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,PedaMushidivada,0,0,0,0,0,0,0
134,03_F_14_103,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Tadi,0,0,23,7,0,0,30
135,03_F_14_104,VSP_F_14_C_SARADA-6_ATCHUTAPURAM, Veduruparti,8,1,0,0,0,0,9
136,03_F_14_105,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nallaregulapalem,0,0,8,2,0,0,10
137,03_F_14_106,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,D.Seetharamppuram,0,0,3,0,0,0,3
138,03_F_14_107,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Narapadu,0,0,26,3,0,0,29
139,03_F_14_108,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,B.Jangalapalem,0,0,16,3,0,0,19
140,03_F_14_110,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Iruvada,0,0,22,4,0,0,26
141,03_F_14_111,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Challamalla,0,0,0,0,0,0,0
142,03_F_14_112,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mallavaram,0,0,9,0,0,0,9
143,03_F_14_113,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Purushotthampuram,0,0,5,1,0,0,6
144,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Vakapadu,19,4,0,0,0,0,23
145,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Sarvasiddi,0,1,0,0,0,0,1
146,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,J.V.Palem,17,0,0,0,0,0,17
